key	text	tooltip
ceo_nodes_description_3k_main_ceo_career_historical_wu_xi_ironic	You will only realise that this retainer is actually a vengeful assassin when it is far too late. 	true
ceo_nodes_title_3k_main_ceo_career_historical_he_luan_ironic	Heroic Warlord	true
ceo_nodes_description_3k_main_ceo_career_historical_he_luan_ironic	He Luan has dreams of a brighter future, thus he takes up arms and fights.	true
ceo_nodes_title_3k_main_ceo_career_historical_wei_duan_ironic	Peacebroking Magistrate	true
ceo_nodes_description_3k_main_ceo_career_historical_wei_duan_ironic	"A man's mentality will determine how he perceives the world."	true
ceo_nodes_title_3k_main_ceo_career_historical_wei_qian_ironic	Frontier Aristocrat	true
ceo_nodes_description_3k_main_ceo_career_historical_wei_qian_ironic	Even on the far borderlands, noble families vie for power and influence.	true
ceo_nodes_title_3k_main_ceo_career_historical_huang_xun_ironic	Generous Herdsman	true
ceo_nodes_description_3k_main_ceo_career_historical_huang_xun_ironic	This gregarious landowner eagerly shares his livestock with those in need, expecting nothing in return.	true
ceo_nodes_title_3k_main_ceo_career_historical_huang_chun_ironic	Of Courageous Sands	true
ceo_nodes_description_3k_main_ceo_career_historical_huang_chun_ironic	Like many women of the frontier, the ladies of the Huang clan show bravery and defiance in the face of danger.	true
ceo_nodes_title_3k_main_ceo_career_historical_huang_min_ironic	Gentle and Studious	true
ceo_nodes_description_3k_main_ceo_career_historical_huang_min_ironic	The Lady Huang is courteous and wise in equal measure.	true
ceo_nodes_title_3k_main_ceo_career_historical_ge_jing_ironic	Dignified Matriarch	true
ceo_nodes_description_3k_main_ceo_career_historical_ge_jing_ironic	Ge Jing knows that the fates of noble clans can be fickle, so does all she can to shore up the influence and power of her own family.	true
ceo_nodes_title_3k_main_ceo_career_historical_yin_feng_ironic	The Blazing Comet	true
ceo_nodes_description_3k_main_ceo_career_historical_yin_feng_ironic	Like a shooting star emblazoning the midnight sky, Yin Feng stands out amongst his peers!	true
ceo_nodes_title_3k_main_ceo_career_historical_xu_yi_ironic	Man of Misfortune	true
ceo_nodes_description_3k_main_ceo_career_historical_xu_yi_ironic	Sometimes, a single pebble falling out of place can cause a landslide.	true
ceo_nodes_title_3k_main_ceo_career_historical_zhou_che_ironic	Graceful Artist	true
ceo_nodes_description_3k_main_ceo_career_historical_zhou_che_ironic	The Lady Zhou has inherited her father's brilliant mind, as well as his artistic flair.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_xun_zitai	Trusting Warlord	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_xun_zitai	It is the curse of the trusting to be magnanimous, generous, and ultimately tricked.	true
ceo_nodes_title_3k_main_ancilliary_armour_liu_xun_zitai_armour_unique	Liu Xun Zitai's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_liu_xun_zitai_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_wang_song	Ever-faithful	true
ceo_nodes_description_3k_main_ceo_career_historical_wang_song	To support one another, through both the fruitful times and the barren, is the essence of marriage.	true
ceo_nodes_title_3k_main_ancilliary_armour_wang_song_armour_unique	Wang Song's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_wang_song_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_ai	Frail Maiden	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_ai	This lady has the misfortune of having been cursed with a weak constitution and a sickly body.	true
ceo_nodes_title_3k_main_ancilliary_armour_liu_ai_armour_unique	Liu Ai's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_liu_ai_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_jin	Discreet Steward	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_jin	Sometimes, it is best just to keep one's head down and bury oneself in work, rather than being disturbed by familial or fraternal affairs.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_xie_zitai	Quickfooted Envoy	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_xie_zitai	"Wait, no, please! Do not kill me! I am just the messenger!"	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_wei	Committed to Kith and Kin	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_wei	This officer has anchored himself to his friends and family, and will share their fate, come what may.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_fu	Architect of Hefei	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_fu	The broken dreams of many a southerner lay smashed before Liu Fu's clever designs.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_jing	Logistical Maestro	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_jing	To the wise and capable Liu Jing, logistics and infrastructure come as naturally as a tune to a skilled songsmith. 	true
ceo_nodes_title_3k_main_ceo_career_historical_li_shu	Fickle Renegade	true
ceo_nodes_description_3k_main_ceo_career_historical_li_shu	"Our lord has proven incapable! Now it is I, Li Shu's, time to shine at last! Mwahahahaha!"	true
ceo_nodes_title_3k_main_ancilliary_armour_li_shu_armour_unique	Li Shu's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_li_shu_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_jiang_qin	Valliant Rivermaster	true
ceo_nodes_description_3k_main_ceo_career_historical_jiang_qin	A reformed pirate, Jiang Qin seeks mastery over sword and scroll alike, and seeks to prove his dominance over any naval engagement.	true
ceo_nodes_title_3k_main_ancilliary_armour_jiang_qin_armour_unique	Jiang Qin's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_jiang_qin_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_yan_xiang	Orderly Inspector	true
ceo_nodes_description_3k_main_ceo_career_historical_yan_xiang	For one who has clawed his way up the bureaucratic ladder on his own merits, no job is too small for Yan Xiang.	true
ceo_nodes_title_3k_main_ceo_career_historical_tong_zhi	Self-declared Governor	true
ceo_nodes_description_3k_main_ceo_career_historical_tong_zhi	Tong Zhi is an independent warlord - he didn't say it, he declared it.	true
ceo_nodes_title_3k_main_ancilliary_armour_tong_zhi_armour_unique	Tong Zhi's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_tong_zhi_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_ke_ren	Prickly Madam	true
ceo_nodes_description_3k_main_ceo_career_historical_ke_ren	"How rude! I demand to speak with your Administrator!"	true
ceo_nodes_title_3k_main_ancilliary_armour_ke_ren_armour_unique	Ke Ren's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_ke_ren_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_tong_yin	Proudly Passive	true
ceo_nodes_description_3k_main_ceo_career_historical_tong_yin	There are unfortunately some in this world who foolishly squander their wealth and privileges on frivolous and base ends, rather than the betterment of the state.	true
ceo_nodes_title_3k_main_ancilliary_armour_tong_yin_armour_unique	Tong Yin's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_tong_yin_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_tong_jie	Of Fierce Independence	true
ceo_nodes_description_3k_main_ceo_career_historical_tong_jie	The Lady Tong is a fiery trailblazer, eschewing societal norms and generally being something of a trouble maker, unable to be tied down in one place for very long.	true
ceo_nodes_title_3k_main_ceo_career_historical_tong_you	Strong Willed Son	true
ceo_nodes_description_3k_main_ceo_career_historical_tong_you	It's actually not that easy to write something informative, humourous or unique for every single minor officer. Imagine I wrote something witty here.	true
ceo_nodes_title_3k_main_ceo_career_historical_tong_yang	The Blossom of Luling	true
ceo_nodes_description_3k_main_ceo_career_historical_tong_yang	Let's face it, you didn't read this.	true
ceo_nodes_title_3k_main_ceo_career_historical_xu_yi	Commendable Attendant	true
ceo_nodes_description_3k_main_ceo_career_historical_xu_yi	This officer has rightfully earned praise for being a loyal and honourable subordinate.	true
ceo_nodes_title_3k_main_ceo_career_historical_zhou_shan	Relentless Pursuer	true
ceo_nodes_description_3k_main_ceo_career_historical_zhou_shan	Zhou Shan is committed to ensuring his lord's enemies will never flee his grasp, and will hunt them down like a loyal hound.	true
ceo_nodes_title_3k_main_ceo_career_historical_jia_hua	Courageous Halberdier	true
ceo_nodes_description_3k_main_ceo_career_historical_jia_hua	No task is too great an ask for Jia Hua, he will follow any orders without question, even if it puts his own safety at risk.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_dun	Serene Stargazer	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_dun	By observing the movements of the heavens, this one can accurately predict the fates of armies, generals, and even kings and Emperors.	true
ceo_nodes_title_3k_main_ceo_career_historical_zhongli_xu	Grinning Boatsman	true
ceo_nodes_description_3k_main_ceo_career_historical_zhongli_xu	This commander of the navy has merriment in his heart and a song on his lips, even when steering his ship into the fray.	true
ceo_nodes_title_3k_main_ceo_career_historical_chunyu_dan	The Point of the Lance	true
ceo_nodes_description_3k_main_ceo_career_historical_chunyu_dan	When all else fails, CHAAAAARGE!	true
ceo_nodes_title_3k_main_ceo_career_historical_teng_ling	Of Charming Composure	true
ceo_nodes_description_3k_main_ceo_career_historical_teng_ling	The level-headed Lady Teng brings a certain calm dignity, that follows her like an aura.	true
ceo_nodes_title_3k_main_ancilliary_armour_teng_ling_armour_unique	Teng Ling's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_teng_ling_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_hua_ji	Aristocratic and Dignified	true
ceo_nodes_description_3k_main_ceo_career_historical_hua_ji	In times of peace, the wise man works for the state. In times of war, he works for himself.	true
ceo_nodes_title_3k_main_ceo_career_historical_guan_ning	The Dragon's Tail	true
ceo_nodes_description_3k_main_ceo_career_historical_guan_ning	A scholarly man never trusts in outward appearances alone.	true
ceo_nodes_title_3k_main_ceo_career_historical_bing_yuan	The Belly of the Dragon	true
ceo_nodes_description_3k_main_ceo_career_historical_bing_yuan	The friendship of a true gentleman is as bland as water, the friendship of a petty person is that of sweet wine.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_yi	Messenger of Merit 	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_yi	A diplomat's task is often one of the most dangerous of all.	true
ceo_nodes_title_3k_main_ceo_career_historical_jiang_gan	Of Shadowy Smiles	true
ceo_nodes_description_3k_main_ceo_career_historical_jiang_gan	The scholarly Jiang Gan masks his true motivations behind gregarious laughter and charming sophistry.	true
ceo_nodes_title_3k_main_ancilliary_armour_jiang_gan_armour_unique	Jiang Gan's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_jiang_gan_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_zheng_tai	Unswayable Loyalist	true
ceo_nodes_description_3k_main_ceo_career_historical_zheng_tai	A dying ember can still reignite a fire.	true
ceo_nodes_title_3k_main_ancilliary_armour_zheng_tai_armour_unique	Zheng Tai's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_zheng_tai_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_zheng_hun	Guardian of Infants	true
ceo_nodes_description_3k_main_ceo_career_historical_zheng_hun	Children are the future of the state, and must be nurtured and protected.	true
ceo_nodes_title_3k_main_ceo_career_historical_zheng_mao	Talented Adjudicator	true
ceo_nodes_description_3k_main_ceo_career_historical_zheng_mao	Zheng Mao is a meticulous minister, planning every minute detail to utmost perfection.	true
ceo_nodes_title_3k_main_ancilliary_armour_zheng_mao_armour_unique	Zheng Mao's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_zheng_mao_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_cang_ci	Measured Prefect	true
ceo_nodes_description_3k_main_ceo_career_historical_cang_ci	Not all men of merit need to stand out, some can perform their duties with flourish and flair whilst also keeping their heads down and remaining quiet and humble.	true
ceo_nodes_title_3k_main_ceo_career_historical_xianyu_dan	Unrelenting Attacker	true
ceo_nodes_description_3k_main_ceo_career_historical_xianyu_dan	When all you have is a hammer, the whole world begins to look like a nail.	true
ceo_nodes_title_3k_main_ceo_career_historical_wang_sheng	Mild-mannered Governor	true
ceo_nodes_description_3k_main_ceo_career_historical_wang_sheng	Wang Sheng is a lord who seeks peace and stability - it can be argued he lacks both the will and capability to make a name for himself in an era of chaos and upheaval. Those under his command, however, likely do not all share his dreams for a tranquil existence...	true
ceo_nodes_title_3k_main_ancilliary_armour_wang_sheng_armour_unique	Wang Sheng's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_wang_sheng_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_shang_sheng	The Booming Thunderclap	true
ceo_nodes_description_3k_main_ceo_career_historical_shang_sheng	The mighty Shang Sheng is as unrelenting and unavoidable as a gathering storm.	true
ceo_nodes_title_3k_main_ceo_career_historical_zhang_ya	Southern Typhoon	true
ceo_nodes_description_3k_main_ceo_career_historical_zhang_ya	Zhang Ya's temperament is as unpredictable as the weather.	true
ceo_nodes_title_3k_main_ceo_career_historical_zhang_luo	Of Melancholious Drizzle	true
ceo_nodes_description_3k_main_ceo_career_historical_zhang_luo	Watching one's family tear itself apart is more than enough to dampen the mood of any young lady.	true
ceo_nodes_title_3k_main_ceo_career_historical_he_xiong	Bolt From the Blue	true
ceo_nodes_description_3k_main_ceo_career_historical_he_xiong	He Xiong crashes in like an explosion from above, rarely stopping to consider any consequences.	true
ceo_nodes_title_3k_main_ceo_career_historical_zhan_qiang	Tempestuous Overlord	true
ceo_nodes_description_3k_main_ceo_career_historical_zhan_qiang	When Zhan Qiang sets his sights on a goal, he will not cease until he is satisfied, even if it causes untold destruction to ally and enemy alike in the process.	true
ceo_nodes_title_3k_main_ceo_career_historical_lang_zhi	Ambitious Inferno	true
ceo_nodes_description_3k_main_ceo_career_historical_lang_zhi	If one is not careful, the fires of ambition can be snuffed out as quickly as they ignited.	true
ceo_nodes_title_3k_main_ceo_career_historical_lu_dai	Experienced and Dignified	true
ceo_nodes_description_3k_main_ceo_career_historical_lu_dai	With age comes wisdom, with veterancy comes experience.	true
ceo_nodes_title_3k_main_ancilliary_armour_lu_dai_armour_unique	Lu Dai's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_lu_dai_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_dai_liang	Industrious Aide	true
ceo_nodes_description_3k_main_ceo_career_historical_dai_liang	It can be known that the sign of a truly capable subordinate is one who you barely even notice is doing his job well.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_jue	The Calming Wind	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_jue	This nobleman recognises the limits of his own capabilities, and instead does whatever he can to be a voice of calming reason amidst a cacophony of madness.	true
ceo_nodes_title_3k_main_ceo_career_historical_liu_zan	The Unflinchable Landslide	true
ceo_nodes_description_3k_main_ceo_career_historical_liu_zan	Not even maiming and grievous injury will slow down the mighty Liu Zan. He walks off wounds that would end the careers of other warriors, and keeps going stronger than ever.	true
ceo_nodes_title_3k_main_ceo_career_historical_zhu_huan_ironic	The Dire Enshroud	true
ceo_nodes_description_3k_main_ceo_career_historical_zhu_huan_ironic	"Mad? I'm not mad! You're mad! I'll kill you, madman!"	true
ceo_nodes_title_3k_main_ancilliary_armour_zhu_huan_ironic_armour_unique	Zhu Huan's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_zhu_huan_ironic_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_ling_tong_ironic	Daring Errant	true
ceo_nodes_description_3k_main_ceo_career_historical_ling_tong_ironic	For some men, war is a chance to prove one’s self and seek adventure.	true
ceo_nodes_title_3k_main_ancilliary_armour_ling_tong_ironic_armour_unique	Ling Tong's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_ling_tong_ironic_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_wu_jing_ironic	Fraternal Noble	true
ceo_nodes_description_3k_main_ceo_career_historical_wu_jing_ironic	"For family."	true
ceo_nodes_title_3k_main_ancilliary_armour_wu_jing_ironic_armour_unique	Wu Jing's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_wu_jing_ironic_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_rong_fang_ironic	Jiangdong Songstress	true
ceo_nodes_description_3k_main_ceo_career_historical_rong_fang_ironic	Of humble birth, the Lady Rong has adjusted to noble life with gusto and aplomb.	true
ceo_nodes_title_3k_main_ancilliary_armour_rong_fang_ironic_armour_unique	Rong Fang's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_rong_fang_ironic_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_wu_fen_ironic	Wu Wunderkind	true
ceo_nodes_description_3k_main_ceo_career_historical_wu_fen_ironic	Wu Fen, scion of the Wu clan of Wu county of Wu commandery, may be wooden and wooly in matters of wooing, but is skilled at wushu and is certainly not a wuss.	true
ceo_nodes_title_3k_main_ceo_career_historical_wu_qi_ironic	Commonplace Officer	true
ceo_nodes_description_3k_main_ceo_career_historical_wu_qi_ironic	Wu Qi is, without a shadow of a doubt, one of the officers of this era.	true
ceo_nodes_title_3k_main_ceo_career_historical_xu_zhen_ironic	Venerable Patron	true
ceo_nodes_description_3k_main_ceo_career_historical_xu_zhen_ironic	"One day, lad, all of this will be yours."	true
ceo_nodes_title_3k_main_ceo_career_historical_sun_shi_ironic	Swashbuckling Swordswoman	true
ceo_nodes_description_3k_main_ceo_career_historical_sun_shi_ironic	This brave lady of the Sun clan is adventurous and more comfortable sailing the rivers, than staying at home playing the part of a noble.	true
ceo_nodes_title_3k_main_ancilliary_armour_sun_shi_ironic_armour_unique	Sun Shi's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_sun_shi_ironic_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_xu_kun_ironic	Intrepid General	true
ceo_nodes_description_3k_main_ceo_career_historical_xu_kun_ironic	The mighty Xu Kun is the first in the fray, and the last to leave.	true
ceo_nodes_title_3k_main_ancilliary_armour_xu_kun_ironic_armour_unique	Xu Kun's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_xu_kun_ironic_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_xu_xiu_ironic	Maiden of Fuchun	true
ceo_nodes_description_3k_main_ceo_career_historical_xu_xiu_ironic	The Lady Xu is renowned throughout her home region for her beauty and graciousness.	true
ceo_nodes_title_3k_main_ceo_career_historical_zhu_en_ironic	Able Aristocrat	true
ceo_nodes_description_3k_main_ceo_career_historical_zhu_en_ironic	This seasoned member of the noble Zhu clan watches over his clan with a stern sense of dignity. 	true
ceo_nodes_title_3k_main_ceo_career_historical_ling_cao_ironic	Swift Boatsman	true
ceo_nodes_description_3k_main_ceo_career_historical_ling_cao_ironic	On the volatile waters of the Yangtze, few alive can navigate it with Ling Cao's skill and agility.	true
ceo_nodes_title_3k_main_ancilliary_armour_ling_cao_ironic_armour_unique	Ling Cao's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_ling_cao_ironic_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
ceo_nodes_title_3k_main_ceo_career_historical_rui_zhi_ironic	Able-bodied Attendant	true
ceo_nodes_description_3k_main_ceo_career_historical_rui_zhi_ironic	Throughout his longserving career, Rui Zhi has seen it all.	true
ceo_nodes_title_3k_main_ceo_career_historical_rui_liang_ironic	Careful Clerk	true
ceo_nodes_description_3k_main_ceo_career_historical_rui_liang_ironic	Balancing caution and paranoia are key for the psyches of any aspiring bureaucrat.	true
ceo_nodes_title_3k_main_ceo_career_historical_rui_xuan_ironic	Effective Scribe	true
ceo_nodes_description_3k_main_ceo_career_historical_rui_xuan_ironic	Rui Xuan maintains the truth, the hard truth, and nothing but the truth.	true
ceo_nodes_title_3k_main_ceo_career_historical_pan_zhang_ironic	Risk-taking Ambusher	true
ceo_nodes_description_3k_main_ceo_career_historical_pan_zhang_ironic	"I bet you twenty copper coins that I can capture that general!"	true
ceo_nodes_title_3k_main_ancilliary_armour_pan_zhang_ironic_armour_unique	Pan Zhang's Armour	true
ceo_nodes_description_3k_main_ancilliary_armour_pan_zhang_ironic_armour_unique	The perfect weight and fit, tailored for this warrior of class and distinction.	true
